quote_id,collection_date,advance_days,travel_date,origin,destination,airline,base_fare,taxes,total_fare
5483,2026-08-10,15,2026-08-25,DEL,BLR,IndiGo,7164.38,1626.27,8790.65
5484,2026-08-10,15,2026-08-25,DEL,BLR,IndiGo,7441.2,1689.11,9130.31
5485,2026-08-10,15,2026-08-25,DEL,BLR,Air India,7182.41,1630.36,8812.77
5486,2026-08-10,15,2026-08-25,DEL,BLR,Air India,8295.57,1883.04,10178.61
5487,2026-08-10,15,2026-08-25,DEL,BLR,SpiceJet,6150.73,1396.18,7546.91
5488,2026-08-10,15,2026-08-25,DEL,BLR,SpiceJet,7167.94,1627.08,8795.02
5489,2026-08-10,15,2026-08-25,DEL,BLR,SpiceJet,5931.56,1346.43,7277.99
5490,2026-08-10,15,2026-08-25,DEL,BLR,SpiceJet,5959.57,1352.79,7312.36
5491,2026-08-10,15,2026-08-25,DEL,BLR,Akasa Air,6104.58,1385.7,7490.28
5492,2026-08-10,15,2026-08-25,DEL,BLR,Akasa Air,7128.9,1618.22,8747.12
5493,2026-08-10,15,2026-08-25,DEL,BLR,Akasa Air,6345.51,1440.39,7785.9
5494,2026-08-10,15,2026-08-25,DEL,BLR,Akasa Air,6864.66,1558.24,8422.9
5495,2026-08-10,30,2026-09-09,DEL,BLR,IndiGo,6407.95,1454.57,7862.52
5496,2026-08-10,30,2026-09-09,DEL,BLR,IndiGo,6151.6,1396.37,7547.97
5497,2026-08-10,30,2026-09-09,DEL,BLR,Air India,7011.36,1591.53,8602.89
5498,2026-08-10,30,2026-09-09,DEL,BLR,Air India,6056.68,1374.83,7431.51
5499,2026-08-10,30,2026-09-09,DEL,BLR,SpiceJet,5253.18,1192.44,6445.62
5500,2026-08-10,30,2026-09-09,DEL,BLR,SpiceJet,6096.35,1383.84,7480.19
5501,2026-08-10,30,2026-09-09,DEL,BLR,Akasa Air,6290.84,1427.98,7718.82
5502,2026-08-10,30,2026-09-09,DEL,BLR,Akasa Air,5863.6,1331.0,7194.6
5503,2026-08-10,30,2026-09-09,DEL,BLR,Akasa Air,5183.77,1176.69,6360.46
5504,2026-08-10,45,2026-09-24,DEL,BLR,IndiGo,5220.14,1184.94,6405.08
5505,2026-08-10,45,2026-09-24,DEL,BLR,IndiGo,5440.9,1235.05,6675.95
5506,2026-08-10,45,2026-09-24,DEL,BLR,IndiGo,4745.16,1077.12,5822.28
5507,2026-08-10,45,2026-09-24,DEL,BLR,IndiGo,4590.23,1041.95,5632.18
5508,2026-08-10,45,2026-09-24,DEL,BLR,Air India,5028.43,1141.42,6169.85
5509,2026-08-10,45,2026-09-24,DEL,BLR,Air India,5094.65,1156.45,6251.1
5510,2026-08-10,45,2026-09-24,DEL,BLR,SpiceJet,4996.93,1134.27,6131.2
5511,2026-08-10,45,2026-09-24,DEL,BLR,SpiceJet,4351.33,987.72,5339.05
5512,2026-08-10,45,2026-09-24,DEL,BLR,SpiceJet,4463.01,1013.07,5476.08
5513,2026-08-10,45,2026-09-24,DEL,BLR,Akasa Air,4690.24,1064.66,5754.9
5514,2026-08-10,45,2026-09-24,DEL,BLR,Akasa Air,5102.41,1158.22,6260.63
5515,2026-08-10,45,2026-09-24,DEL,BLR,Akasa Air,5117.89,1161.73,6279.62
5516,2026-08-10,45,2026-09-24,DEL,BLR,Akasa Air,4393.49,997.3,5390.79
5517,2026-08-10,1,2026-08-11,BOM,BLR,IndiGo,8077.61,1833.57,9911.18
5518,2026-08-10,1,2026-08-11,BOM,BLR,IndiGo,7584.94,1721.73,9306.67
5519,2026-08-10,1,2026-08-11,BOM,BLR,IndiGo,8666.29,1967.19,10633.48
5520,2026-08-10,1,2026-08-11,BOM,BLR,IndiGo,8138.67,1847.43,9986.1
5521,2026-08-10,1,2026-08-11,BOM,BLR,Air India,8048.61,1826.98,9875.59
5522,2026-08-10,1,2026-08-11,BOM,BLR,Air India,9397.62,2133.2,11530.82
5523,2026-08-10,1,2026-08-11,BOM,BLR,SpiceJet,7927.45,1799.48,9726.93
5524,2026-08-10,1,2026-08-11,BOM,BLR,SpiceJet,8098.21,1838.24,9936.45
5525,2026-08-10,1,2026-08-11,BOM,BLR,SpiceJet,7894.49,1792.0,9686.49
5526,2026-08-10,1,2026-08-11,BOM,BLR,SpiceJet,7990.19,1813.73,9803.92
5527,2026-08-10,1,2026-08-11,BOM,BLR,Akasa Air,7338.37,1665.76,9004.13
5528,2026-08-10,1,2026-08-11,BOM,BLR,Akasa Air,7243.26,1644.18,8887.44
5529,2026-08-10,1,2026-08-11,BOM,BLR,Akasa Air,7329.06,1663.65,8992.71
5530,2026-08-10,7,2026-08-17,BOM,BLR,IndiGo,5712.75,1296.76,7009.51
5531,2026-08-10,7,2026-08-17,BOM,BLR,IndiGo,5975.65,1356.43,7332.08
5532,2026-08-10,7,2026-08-17,BOM,BLR,IndiGo,6776.95,1538.33,8315.28
5533,2026-08-10,7,2026-08-17,BOM,BLR,IndiGo,6585.66,1494.9,8080.56
5534,2026-08-10,7,2026-08-17,BOM,BLR,Air India,6737.94,1529.47,8267.41
5535,2026-08-10,7,2026-08-17,BOM,BLR,Air India,6277.46,1424.94,7702.4
5536,2026-08-10,7,2026-08-17,BOM,BLR,SpiceJet,5670.82,1287.24,6958.06
5537,2026-08-10,7,2026-08-17,BOM,BLR,SpiceJet,6331.91,1437.3,7769.21
5538,2026-08-10,7,2026-08-17,BOM,BLR,Akasa Air,6485.16,1472.09,7957.25
5539,2026-08-10,7,2026-08-17,BOM,BLR,Akasa Air,6599.97,1498.15,8098.12
5540,2026-08-10,7,2026-08-17,BOM,BLR,Akasa Air,5609.51,1273.32,6882.83
5541,2026-08-10,7,2026-08-17,BOM,BLR,Akasa Air,6307.52,1431.77,7739.29
5542,2026-08-10,15,2026-08-25,BOM,BLR,IndiGo,5571.09,1264.6,6835.69
5543,2026-08-10,15,2026-08-25,BOM,BLR,IndiGo,4887.15,1109.35,5996.5
5544,2026-08-10,15,2026-08-25,BOM,BLR,IndiGo,4801.39,1089.88,5891.27
5545,2026-08-10,15,2026-08-25,BOM,BLR,IndiGo,5588.76,1268.61,6857.37
5546,2026-08-10,15,2026-08-25,BOM,BLR,Air India,5406.49,1227.24,6633.73
5547,2026-08-10,15,2026-08-25,BOM,BLR,Air India,6136.81,1393.02,7529.83
5548,2026-08-10,15,2026-08-25,BOM,BLR,Air India,6056.04,1374.68,7430.72
5549,2026-08-10,15,2026-08-25,BOM,BLR,Air India,5892.49,1337.56,7230.05
5550,2026-08-10,15,2026-08-25,BOM,BLR,SpiceJet,5159.6,1171.2,6330.8
5551,2026-08-10,15,2026-08-25,BOM,BLR,SpiceJet,5196.67,1179.61,6376.28
5552,2026-08-10,15,2026-08-25,BOM,BLR,Akasa Air,5182.29,1176.35,6358.64
5553,2026-08-10,15,2026-08-25,BOM,BLR,Akasa Air,4459.63,1012.31,5471.94
5554,2026-08-10,15,2026-08-25,BOM,BLR,Akasa Air,5467.04,1240.98,6708.02
5555,2026-08-10,30,2026-09-09,BOM,BLR,IndiGo,4685.56,1063.59,5749.15
5556,2026-08-10,30,2026-09-09,BOM,BLR,IndiGo,4100.33,930.75,5031.08
5557,2026-08-10,30,2026-09-09,BOM,BLR,IndiGo,4653.84,1056.39,5710.23
5558,2026-08-10,30,2026-09-09,BOM,BLR,Air India,4361.17,989.96,5351.13
5559,2026-08-10,30,2026-09-09,BOM,BLR,Air India,4669.15,1059.87,5729.02
5560,2026-08-10,30,2026-09-09,BOM,BLR,Air India,4559.13,1034.9,5594.03
5561,2026-08-10,30,2026-09-09,BOM,BLR,SpiceJet,3964.74,899.97,4864.71
5562,2026-08-10,30,2026-09-09,BOM,BLR,SpiceJet,3910.6,887.68,4798.28
5563,2026-08-10,30,2026-09-09,BOM,BLR,SpiceJet,4483.04,1017.62,5500.66
5564,2026-08-10,30,2026-09-09,BOM,BLR,SpiceJet,4528.7,1027.99,5556.69
5565,2026-08-10,30,2026-09-09,BOM,BLR,Akasa Air,4630.98,1051.21,5682.19
5566,2026-08-10,30,2026-09-09,BOM,BLR,Akasa Air,4560.99,1035.32,5596.31
5567,2026-08-10,30,2026-09-09,BOM,BLR,Akasa Air,3905.66,886.56,4792.22
5568,2026-08-10,45,2026-09-24,BOM,BLR,IndiGo,3482.62,790.53,4273.15
5569,2026-08-10,45,2026-09-24,BOM,BLR,IndiGo,3441.7,781.25,4222.95
5570,2026-08-10,45,2026-09-24,BOM,BLR,Air India,3744.02,849.87,4593.89
5571,2026-08-10,45,2026-09-24,BOM,BLR,Air India,4495.77,1020.51,5516.28
5572,2026-08-10,45,2026-09-24,BOM,BLR,Air India,4251.61,965.09,5216.7
5573,2026-08-10,45,2026-09-24,BOM,BLR,Air India,4404.5,999.79,5404.29
5574,2026-08-10,45,2026-09-24,BOM,BLR,SpiceJet,3575.44,811.6,4387.04
5575,2026-08-10,45,2026-09-24,BOM,BLR,SpiceJet,3650.52,828.64,4479.16
5576,2026-08-10,45,2026-09-24,BOM,BLR,SpiceJet,3166.91,718.87,3885.78
5577,2026-08-10,45,2026-09-24,BOM,BLR,Akasa Air,3719.9,844.39,4564.29
5578,2026-08-10,45,2026-09-24,BOM,BLR,Akasa Air,3685.06,836.49,4521.55
5579,2026-08-10,1,2026-08-11,DEL,CCU,IndiGo,10261.58,2329.32,12590.9
5580,2026-08-10,1,2026-08-11,DEL,CCU,IndiGo,8738.32,1983.55,10721.87
5581,2026-08-10,1,2026-08-11,DEL,CCU,IndiGo,9878.77,2242.42,12121.19
5582,2026-08-10,1,2026-08-11,DEL,CCU,Air India,10916.42,2477.96,13394.38
5583,2026-08-10,1,2026-08-11,DEL,CCU,Air India,10811.81,2454.21,13266.02
5584,2026-08-10,1,2026-08-11,DEL,CCU,SpiceJet,9434.42,2141.55,11575.97
5585,2026-08-10,1,2026-08-11,DEL,CCU,SpiceJet,9561.34,2170.36,11731.7
5586,2026-08-10,1,2026-08-11,DEL,CCU,SpiceJet,9886.76,2244.24,12131.0
5587,2026-08-10,1,2026-08-11,DEL,CCU,SpiceJet,8588.74,1949.59,10538.33
5588,2026-08-10,1,2026-08-11,DEL,CCU,Akasa Air,9928.83,2253.78,12182.61
5589,2026-08-10,1,2026-08-11,DEL,CCU,Akasa Air,8775.36,1991.95,10767.31
5590,2026-08-10,7,2026-08-17,DEL,CCU,IndiGo,7079.15,1606.92,8686.07
5591,2026-08-10,7,2026-08-17,DEL,CCU,IndiGo,8140.97,1847.95,9988.92
5592,2026-08-10,7,2026-08-17,DEL,CCU,IndiGo,7007.95,1590.76,8598.71
5593,2026-08-10,7,2026-08-17,DEL,CCU,IndiGo,8109.02,1840.7,9949.72
5594,2026-08-10,7,2026-08-17,DEL,CCU,Air India,8086.72,1835.63,9922.35
5595,2026-08-10,7,2026-08-17,DEL,CCU,Air India,8780.88,1993.21,10774.09
5596,2026-08-10,7,2026-08-17,DEL,CCU,Air India,7594.45,1723.89,9318.34
5597,2026-08-10,7,2026-08-17,DEL,CCU,SpiceJet,7672.17,1741.53,9413.7
5598,2026-08-10,7,2026-08-17,DEL,CCU,SpiceJet,7464.36,1694.36,9158.72
5599,2026-08-10,7,2026-08-17,DEL,CCU,SpiceJet,6809.58,1545.73,8355.31
5600,2026-08-10,7,2026-08-17,DEL,CCU,Akasa Air,6592.24,1496.4,8088.64
5601,2026-08-10,7,2026-08-17,DEL,CCU,Akasa Air,6667.83,1513.56,8181.39
5602,2026-08-10,7,2026-08-17,DEL,CCU,Akasa Air,6854.46,1555.92,8410.38
5603,2026-08-10,15,2026-08-25,DEL,CCU,IndiGo,5498.05,1248.02,6746.07
5604,2026-08-10,15,2026-08-25,DEL,CCU,IndiGo,6253.27,1419.46,7672.73
5605,2026-08-10,15,2026-08-25,DEL,CCU,IndiGo,6336.94,1438.45,7775.39
5606,2026-08-10,15,2026-08-25,DEL,CCU,Air India,6155.76,1397.32,7553.08
5607,2026-08-10,15,2026-08-25,DEL,CCU,Air India,7083.68,1607.95,8691.63
5608,2026-08-10,15,2026-08-25,DEL,CCU,Air India,7431.25,1686.85,9118.1
5609,2026-08-10,15,2026-08-25,DEL,CCU,SpiceJet,5518.67,1252.71,6771.38
5610,2026-08-10,15,2026-08-25,DEL,CCU,SpiceJet,6280.56,1425.65,7706.21
5611,2026-08-10,15,2026-08-25,DEL,CCU,SpiceJet,6242.15,1416.93,7659.08
5612,2026-08-10,15,2026-08-25,DEL,CCU,SpiceJet,6391.77,1450.89,7842.66
5613,2026-08-10,15,2026-08-25,DEL,CCU,Akasa Air,6300.27,1430.12,7730.39
5614,2026-08-10,15,2026-08-25,DEL,CCU,Akasa Air,6241.58,1416.8,7658.38
5615,2026-08-10,30,2026-09-09,DEL,CCU,IndiGo,5405.4,1226.99,6632.39
5616,2026-08-10,30,2026-09-09,DEL,CCU,IndiGo,5514.53,1251.77,6766.3
5617,2026-08-10,30,2026-09-09,DEL,CCU,IndiGo,4964.07,1126.81,6090.88
5618,2026-08-10,30,2026-09-09,DEL,CCU,IndiGo,4642.74,1053.87,5696.61
5619,2026-08-10,30,2026-09-09,DEL,CCU,Air India,5426.38,1231.75,6658.13
5620,2026-08-10,30,2026-09-09,DEL,CCU,Air India,5296.02,1202.17,6498.19
5621,2026-08-10,30,2026-09-09,DEL,CCU,Air India,5553.79,1260.68,6814.47
5622,2026-08-10,30,2026-09-09,DEL,CCU,Air India,5547.29,1259.2,6806.49
5623,2026-08-10,30,2026-09-09,DEL,CCU,SpiceJet,4634.32,1051.96,5686.28
5624,2026-08-10,30,2026-09-09,DEL,CCU,SpiceJet,4696.48,1066.07,5762.55
5625,2026-08-10,30,2026-09-09,DEL,CCU,SpiceJet,4556.4,1034.27,5590.67
5626,2026-08-10,30,2026-09-09,DEL,CCU,SpiceJet,5133.12,1165.19,6298.31
5627,2026-08-10,30,2026-09-09,DEL,CCU,Akasa Air,5441.68,1235.23,6676.91
5628,2026-08-10,30,2026-09-09,DEL,CCU,Akasa Air,4566.85,1036.65,5603.5
5629,2026-08-10,30,2026-09-09,DEL,CCU,Akasa Air,5215.36,1183.86,6399.22
5630,2026-08-10,30,2026-09-09,DEL,CCU,Akasa Air,5479.03,1243.71,6722.74
5631,2026-08-10,45,2026-09-24,DEL,CCU,IndiGo,3998.97,907.74,4906.71
5632,2026-08-10,45,2026-09-24,DEL,CCU,IndiGo,4779.47,1084.91,5864.38
5633,2026-08-10,45,2026-09-24,DEL,CCU,IndiGo,4016.3,911.67,4927.97
5634,2026-08-10,45,2026-09-24,DEL,CCU,IndiGo,3977.16,902.79,4879.95
5635,2026-08-10,45,2026-09-24,DEL,CCU,Air India,5345.6,1213.42,6559.02
5636,2026-08-10,45,2026-09-24,DEL,CCU,Air India,5043.67,1144.88,6188.55
5637,2026-08-10,45,2026-09-24,DEL,CCU,Air India,5225.98,1186.26,6412.24
5638,2026-08-10,45,2026-09-24,DEL,CCU,Air India,4532.15,1028.77,5560.92
5639,2026-08-10,45,2026-09-24,DEL,CCU,SpiceJet,4367.57,991.41,5358.98
5640,2026-08-10,45,2026-09-24,DEL,CCU,SpiceJet,4030.24,914.84,4945.08
5641,2026-08-10,45,2026-09-24,DEL,CCU,SpiceJet,4583.07,1040.33,5623.4
5642,2026-08-10,45,2026-09-24,DEL,CCU,SpiceJet,3960.34,898.97,4859.31
5643,2026-08-10,45,2026-09-24,DEL,CCU,Akasa Air,4719.69,1071.34,5791.03
5644,2026-08-10,45,2026-09-24,DEL,CCU,Akasa Air,4063.13,922.31,4985.44
5645,2026-08-10,45,2026-09-24,DEL,CCU,Akasa Air,4626.13,1050.1,5676.23
5646,2026-08-10,45,2026-09-24,DEL,CCU,Akasa Air,3985.5,904.68,4890.18
5647,2026-08-10,1,2026-08-11,BLR,HYD,IndiGo,5926.7,1345.32,7272.02
5648,2026-08-10,1,2026-08-11,BLR,HYD,IndiGo,5617.34,1275.1,6892.44
5649,2026-08-10,1,2026-08-11,BLR,HYD,IndiGo,6370.35,1446.03,7816.38
5650,2026-08-10,1,2026-08-11,BLR,HYD,Air India,6291.28,1428.08,7719.36
5651,2026-08-10,1,2026-08-11,BLR,HYD,Air India,7083.67,1607.95,8691.62
5652,2026-08-10,1,2026-08-11,BLR,HYD,SpiceJet,5753.28,1305.96,7059.24
5653,2026-08-10,1,2026-08-11,BLR,HYD,SpiceJet,5100.2,1157.71,6257.91
5654,2026-08-10,1,2026-08-11,BLR,HYD,Akasa Air,5190.91,1178.31,6369.22
5655,2026-08-10,1,2026-08-11,BLR,HYD,Akasa Air,5390.04,1223.51,6613.55
5656,2026-08-10,1,2026-08-11,BLR,HYD,Akasa Air,5841.69,1326.03,7167.72
5657,2026-08-10,1,2026-08-11,BLR,HYD,Akasa Air,6239.19,1416.26,7655.45
5658,2026-08-10,7,2026-08-17,BLR,HYD,IndiGo,4352.74,988.05,5340.79
5659,2026-08-10,7,2026-08-17,BLR,HYD,IndiGo,4225.26,959.11,5184.37
5660,2026-08-10,7,2026-08-17,BLR,HYD,Air India,5449.49,1237.0,6686.49
5661,2026-08-10,7,2026-08-17,BLR,HYD,Air India,4827.06,1095.71,5922.77
5662,2026-08-10,7,2026-08-17,BLR,HYD,Air India,4930.33,1119.16,6049.49
5663,2026-08-10,7,2026-08-17,BLR,HYD,SpiceJet,4463.89,1013.27,5477.16
5664,2026-08-10,7,2026-08-17,BLR,HYD,SpiceJet,4163.35,945.05,5108.4
5665,2026-08-10,7,2026-08-17,BLR,HYD,SpiceJet,4795.72,1088.6,5884.32
5666,2026-08-10,7,2026-08-17,BLR,HYD,Akasa Air,4806.05,1090.94,5896.99
5667,2026-08-10,7,2026-08-17,BLR,HYD,Akasa Air,4863.59,1104.01,5967.6
5668,2026-08-10,15,2026-08-25,BLR,HYD,IndiGo,3485.03,791.08,4276.11
5669,2026-08-10,15,2026-08-25,BLR,HYD,IndiGo,3582.72,813.26,4395.98
5670,2026-08-10,15,2026-08-25,BLR,HYD,Air India,4051.94,919.77,4971.71
5671,2026-08-10,15,2026-08-25,BLR,HYD,Air India,4426.77,1004.85,5431.62
5672,2026-08-10,15,2026-08-25,BLR,HYD,SpiceJet,3847.7,873.4,4721.1
5673,2026-08-10,15,2026-08-25,BLR,HYD,SpiceJet,3860.64,876.34,4736.98
5674,2026-08-10,15,2026-08-25,BLR,HYD,SpiceJet,3758.57,853.17,4611.74
5675,2026-08-10,15,2026-08-25,BLR,HYD,Akasa Air,3475.94,789.02,4264.96
5676,2026-08-10,15,2026-08-25,BLR,HYD,Akasa Air,3425.0,777.46,4202.46
5677,2026-08-10,15,2026-08-25,BLR,HYD,Akasa Air,3877.89,880.26,4758.15
5678,2026-08-10,30,2026-09-09,BLR,HYD,IndiGo,2928.27,664.7,3592.97
5679,2026-08-10,30,2026-09-09,BLR,HYD,IndiGo,2935.31,666.3,3601.61
5680,2026-08-10,30,2026-09-09,BLR,HYD,Air India,3852.71,874.54,4727.25
5681,2026-08-10,30,2026-09-09,BLR,HYD,Air India,3277.33,743.93,4021.26
5682,2026-08-10,30,2026-09-09,BLR,HYD,SpiceJet,2876.64,652.98,3529.62
5683,2026-08-10,30,2026-09-09,BLR,HYD,SpiceJet,2915.31,661.76,3577.07
5684,2026-08-10,30,2026-09-09,BLR,HYD,Akasa Air,2957.74,671.39,3629.13
5685,2026-08-10,30,2026-09-09,BLR,HYD,Akasa Air,2844.24,645.63,3489.87
5686,2026-08-10,45,2026-09-24,BLR,HYD,IndiGo,2547.59,578.29,3125.88
5687,2026-08-10,45,2026-09-24,BLR,HYD,IndiGo,2511.86,570.18,3082.04
5688,2026-08-10,45,2026-09-24,BLR,HYD,Air India,3330.51,756.01,4086.52
5689,2026-08-10,45,2026-09-24,BLR,HYD,Air India,3318.66,753.32,4071.98
5690,2026-08-10,45,2026-09-24,BLR,HYD,Air India,2858.73,648.91,3507.64
5691,2026-08-10,45,2026-09-24,BLR,HYD,Air India,3171.05,719.81,3890.86
5692,2026-08-10,45,2026-09-24,BLR,HYD,SpiceJet,2802.46,636.14,3438.6
5693,2026-08-10,45,2026-09-24,BLR,HYD,SpiceJet,2482.86,563.6,3046.46
5694,2026-08-10,45,2026-09-24,BLR,HYD,SpiceJet,2491.23,565.5,3056.73
5695,2026-08-10,45,2026-09-24,BLR,HYD,SpiceJet,2661.44,604.13,3265.57
5696,2026-08-10,45,2026-09-24,BLR,HYD,Akasa Air,2540.74,576.73,3117.47
5697,2026-08-10,45,2026-09-24,BLR,HYD,Akasa Air,2746.59,623.46,3370.05
5698,2026-08-10,45,2026-09-24,BLR,HYD,Akasa Air,2710.19,615.2,3325.39
5699,2026-08-10,45,2026-09-24,BLR,HYD,Akasa Air,2508.64,569.45,3078.09
5700,2026-08-10,1,2026-08-11,MAA,DEL,IndiGo,10588.85,2403.61,12992.46
5701,2026-08-10,1,2026-08-11,MAA,DEL,IndiGo,9471.07,2149.88,11620.95
5702,2026-08-10,1,2026-08-11,MAA,DEL,IndiGo,9542.87,2166.17,11709.04
5703,2026-08-10,1,2026-08-11,MAA,DEL,IndiGo,9468.91,2149.39,11618.3
5704,2026-08-10,1,2026-08-11,MAA,DEL,Air India,11856.57,2691.37,14547.94
5705,2026-08-10,1,2026-08-11,MAA,DEL,Air India,10780.79,2447.17,13227.96
5706,2026-08-10,1,2026-08-11,MAA,DEL,SpiceJet,8613.79,1955.28,10569.07
5707,2026-08-10,1,2026-08-11,MAA,DEL,SpiceJet,9720.2,2206.42,11926.62
5708,2026-08-10,1,2026-08-11,MAA,DEL,SpiceJet,8676.94,1969.61,10646.55
5709,2026-08-10,1,2026-08-11,MAA,DEL,SpiceJet,9697.31,2201.23,11898.54
5710,2026-08-10,1,2026-08-11,MAA,DEL,Akasa Air,9122.19,2070.68,11192.87
5711,2026-08-10,1,2026-08-11,MAA,DEL,Akasa Air,9067.27,2058.21,11125.48
5712,2026-08-10,1,2026-08-11,MAA,DEL,Akasa Air,8811.23,2000.09,10811.32
5713,2026-08-10,1,2026-08-11,MAA,DEL,Akasa Air,10586.52,2403.08,12989.6
5714,2026-08-10,7,2026-08-17,MAA,DEL,IndiGo,8191.34,1859.38,10050.72
5715,2026-08-10,7,2026-08-17,MAA,DEL,IndiGo,8259.65,1874.89,10134.54
5716,2026-08-10,7,2026-08-17,MAA,DEL,Air India,9643.5,2189.02,11832.52
5717,2026-08-10,7,2026-08-17,MAA,DEL,Air India,9675.72,2196.33,11872.05
5718,2026-08-10,7,2026-08-17,MAA,DEL,SpiceJet,6816.9,1547.4,8364.3
5719,2026-08-10,7,2026-08-17,MAA,DEL,SpiceJet,7852.25,1782.41,9634.66
5720,2026-08-10,7,2026-08-17,MAA,DEL,SpiceJet,7767.64,1763.21,9530.85
5721,2026-08-10,7,2026-08-17,MAA,DEL,Akasa Air,8412.79,1909.65,10322.44
5722,2026-08-10,7,2026-08-17,MAA,DEL,Akasa Air,7227.17,1640.52,8867.69
5723,2026-08-10,7,2026-08-17,MAA,DEL,Akasa Air,7290.31,1654.85,8945.16
5724,2026-08-10,15,2026-08-25,MAA,DEL,IndiGo,6066.89,1377.15,7444.04
5725,2026-08-10,15,2026-08-25,MAA,DEL,IndiGo,6120.94,1389.42,7510.36
5726,2026-08-10,15,2026-08-25,MAA,DEL,Air India,6973.69,1582.99,8556.68
5727,2026-08-10,15,2026-08-25,MAA,DEL,Air India,7847.32,1781.29,9628.61
5728,2026-08-10,15,2026-08-25,MAA,DEL,Air India,7379.72,1675.15,9054.87
5729,2026-08-10,15,2026-08-25,MAA,DEL,SpiceJet,5790.86,1314.49,7105.35
5730,2026-08-10,15,2026-08-25,MAA,DEL,SpiceJet,6248.17,1418.3,7666.47
5731,2026-08-10,15,2026-08-25,MAA,DEL,SpiceJet,6464.62,1467.43,7932.05
5732,2026-08-10,15,2026-08-25,MAA,DEL,Akasa Air,5815.07,1319.99,7135.06
5733,2026-08-10,15,2026-08-25,MAA,DEL,Akasa Air,5913.58,1342.35,7255.93
5734,2026-08-10,30,2026-09-09,MAA,DEL,IndiGo,5225.19,1186.08,6411.27
5735,2026-08-10,30,2026-09-09,MAA,DEL,IndiGo,5239.1,1189.24,6428.34
5736,2026-08-10,30,2026-09-09,MAA,DEL,IndiGo,5103.6,1158.49,6262.09
5737,2026-08-10,30,2026-09-09,MAA,DEL,Air India,5572.3,1264.88,6837.18
5738,2026-08-10,30,2026-09-09,MAA,DEL,Air India,5576.57,1265.85,6842.42
5739,2026-08-10,30,2026-09-09,MAA,DEL,Air India,6449.71,1464.04,7913.75
5740,2026-08-10,30,2026-09-09,MAA,DEL,Air India,6274.6,1424.29,7698.89
5741,2026-08-10,30,2026-09-09,MAA,DEL,SpiceJet,5691.72,1291.98,6983.7
5742,2026-08-10,30,2026-09-09,MAA,DEL,SpiceJet,5638.1,1279.82,6917.92
5743,2026-08-10,30,2026-09-09,MAA,DEL,SpiceJet,5572.79,1264.99,6837.78
5744,2026-08-10,30,2026-09-09,MAA,DEL,Akasa Air,5561.53,1262.43,6823.96
5745,2026-08-10,30,2026-09-09,MAA,DEL,Akasa Air,5777.86,1311.54,7089.4
5746,2026-08-10,30,2026-09-09,MAA,DEL,Akasa Air,5633.02,1278.66,6911.68
5747,2026-08-10,45,2026-09-24,MAA,DEL,IndiGo,4316.92,979.92,5296.84
5748,2026-08-10,45,2026-09-24,MAA,DEL,IndiGo,4302.08,976.54,5278.62
5749,2026-08-10,45,2026-09-24,MAA,DEL,Air India,4967.35,1127.56,6094.91
5750,2026-08-10,45,2026-09-24,MAA,DEL,Air India,4888.6,1109.68,5998.28
5751,2026-08-10,45,2026-09-24,MAA,DEL,Air India,4835.39,1097.6,5932.99
5752,2026-08-10,45,2026-09-24,MAA,DEL,Air India,4794.64,1088.36,5883.0
5753,2026-08-10,45,2026-09-24,MAA,DEL,SpiceJet,4238.99,962.22,5201.21
5754,2026-08-10,45,2026-09-24,MAA,DEL,SpiceJet,4066.47,923.06,4989.53
5755,2026-08-10,45,2026-09-24,MAA,DEL,SpiceJet,4508.11,1023.31,5531.42
5756,2026-08-10,45,2026-09-24,MAA,DEL,Akasa Air,4294.53,974.83,5269.36
5757,2026-08-10,45,2026-09-24,MAA,DEL,Akasa Air,4918.68,1116.51,6035.19
5758,2026-08-10,45,2026-09-24,MAA,DEL,Akasa Air,4349.41,987.29,5336.7
5759,2026-08-10,1,2026-08-11,HYD,BOM,IndiGo,5996.91,1361.26,7358.17
5760,2026-08-10,1,2026-08-11,HYD,BOM,IndiGo,6815.06,1546.98,8362.04
5761,2026-08-10,1,2026-08-11,HYD,BOM,IndiGo,7129.12,1618.27,8747.39
5762,2026-08-10,1,2026-08-11,HYD,BOM,Air India,6725.64,1526.68,8252.32
5763,2026-08-10,1,2026-08-11,HYD,BOM,Air India,7681.76,1743.71,9425.47
5764,2026-08-10,1,2026-08-11,HYD,BOM,Air India,7962.35,1807.41,9769.76
5765,2026-08-10,1,2026-08-11,HYD,BOM,Air India,8137.28,1847.11,9984.39
5766,2026-08-10,1,2026-08-11,HYD,BOM,SpiceJet,5842.82,1326.29,7169.11
5767,2026-08-10,1,2026-08-11,HYD,BOM,SpiceJet,6611.34,1500.73,8112.07
5768,2026-08-10,1,2026-08-11,HYD,BOM,SpiceJet,5934.59,1347.11,7281.7
5769,2026-08-10,1,2026-08-11,HYD,BOM,SpiceJet,5759.86,1307.45,7067.31
5770,2026-08-10,1,2026-08-11,HYD,BOM,Akasa Air,7023.31,1594.25,8617.56
5771,2026-08-10,1,2026-08-11,HYD,BOM,Akasa Air,6124.32,1390.18,7514.5
5772,2026-08-10,1,2026-08-11,HYD,BOM,Akasa Air,6214.96,1410.76,7625.72
5773,2026-08-10,7,2026-08-17,HYD,BOM,IndiGo,4697.53,1066.31,5763.84
